CODE BARRE;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;LOT;QTE;super Gros;demi gros;pharmacien;PPA;PRIX_SOLDE;PRIX_MIN;LABORATOIRE;fournisseur;ZONE;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;ART_FAMILLE_FR;OK_BLOQUE_VENTE;N°ARTICLE;N°LOT;
000553;TESTE OVULATION MED KING;TEOV0002;$;          ;;0;69.96;71.28;72.6;87.12;66;67.98;;29;Z3-D5;0.1;0.01;;0;30/04/2024;09/09/2024;PARA PHRMACIE       ;N;3061;3145;
780091;CEINTURE LOMBAIRE CONFOTEX  T / L 23CM;CLCO0002;;          ;          ;1;1107.7;1128.6;1170.4;0;1045;1076.35;;28-29;Z3-B3;0.1;0.01;;0;11/02/2025;17/02/2025;ORTHOPEDIE          ;N;3062;3146;
780091;CEINTURE LOMBAIRE CONFOTEX  T / XL;CLCO0003;;          ;          ;4;1107.7;1128.6;1170.4;0;1045;1076.35;;28;Z1-A4;0.1;0.01;;0;11/02/2025;17/02/2025;ORTHOPEDIE          ;N;3063;3147;
780091;CEINTURE LOMBAIRE CONFOTEX  T / XXL;CLCO0004;;          ;          ;0;1107.7;1128.6;1170.4;0;1045;1076.35;;28;Z6-B3;0.1;0.01;;0;19/10/2024;11/12/2024;ORTHOPEDIE          ;N;3064;3148;
;CEINTURE LOMBAIRE CONFOTEX RENFORCE T / M;CLCO0005;;          ;          ;0;1574.1;1603.8;1663.2;0;1485;1529.55;;28;Z7-B4;0.1;0.01;;0;17/10/2023;10/02/2025;ORTHOPEDIE          ;N;3065;3149;
;COLLIER CERVICAL SOUPLE CONFOTEX T / M;CCCO0001;;          ;          ;0;367.29;374.22;381.15;0;346.5;356.9;;28;Z8;0.1;0.01;;0;08/06/2024;26/06/2024;ORTHOPEDIE          ;N;3066;3150;
;COLLIER CERVICAL SOUPLE CONFOTEX T / XL;CCCO0002;;          ;          ;0;367.29;374.22;381.15;0;346.5;356.9;;28;Z8;0.1;0.01;;0;17/08/2023;08/02/2024;ORTHOPEDIE          ;N;3067;3151;
;SERRE POIGNET REGLABLE CONFOTEX;SPCO0002;;          ;          ;25;130.59;133.06;140;0;123.2;126.9;;28;Z6-F2;0.1;0.01;;0;19/10/2024;07/07/2024;ORTHOPEDIE          ;N;3068;3152;
600436;DOPPEL HAND MAGNESIUM  400 MG  30 CP;MAGN0012;;          ;002       ;0;881.73;898.37;915;1098;831.82;856.77;;28;Z3-E6;0.1;0.01;;0;25/11/2023;13/01/2025;COMPLEMENT ALLIMENTA;N;3069;3153;
000589;EDC LOE DAKAR 750ML;ECLO0002;;          ;          ;0;345.03;351.54;358.05;0;325.5;335.26;;28;Z3-M8;0.1;0.01;;0;17/08/2023;19/06/2024;COSMETIC            ;N;3070;3154;
000565;EDC LOE LAVANDE 750 ML;ECLO0003;;          ;          ;0;345.03;351.54;358.05;0;325.5;335.26;;28;Z3-J8;0.1;0.01;;0;17/08/2023;10/10/2023;COSMETIC            ;N;3071;3155;
000596;EDC LOE MARIN 750 ML;ECLO0004;;          ;          ;0;345.03;351.54;358.05;0;325.5;335.26;;28;Z3-L8;0.1;0.01;;0;17/08/2023;10/10/2023;COSMETIC            ;N;3072;3156;
709253;BIOMAX OMEGA 3  BT/45 CP;OMEG0010;;          ;          ;0;1098.54;1119.27;1140;1368;1036.36;1067.45;;28;Z3-B2;0.1;0.01;;0;12/09/2023;13/11/2023;COMPLEMENT ALLIMENTA;N;3073;3157;
200093;SORAFINE CREMOGEL KALOS;SORA0001;;          ;;7;1203.74;1226.45;1249.16;1499;1135.6;1169.67;;28-1-29-95-16;Z6-C2;0.1;0.01;;0;18/02/2025;17/02/2025;DERMATOLOGIE        ;N;3074;3158;
600179;NUTRIQUINONE 100  Q10 VITAVEA BT/30;COEN0005;;          ;994YA     ;2;2167.37;2208.27;2249.16;2699;2044.69;2106.03;;28;Z3-C4;0.1;0.01;;0;17/08/2023;;COMPLEMENT ALLIMENTA;N;3075;3159;
600261;NUTRIQUINONE 30  Q10 VITAVEA  BT/30;COEN0006;;          ;F0950     ;2;1686.34;1718.16;1749.98;2100;1590.89;1638.62;;1;Z3-C4;0.1;0.01;;0;15/05/2024;15/02/2025;COMPLEMENT ALLIMENTA;N;3076;3160;
800070;NUTRI CARE COLLAGEN +   BT/14 SACHET;COLL0003;;          ;00508     ;5;1988.63;2045.44;2083.32;2500;1912.87;1950.75;;28;Z3-D5;0.1;0.01;;0;11/02/2025;10/02/2025;COMPLEMENT ALLIMENTA;N;3077;3161;
;ELASTO OPTIPLASTE 2.5M X 15 CM;ELOP0002;;          ;          ;19;939.49;957.21;974.94;0;886.31;912.9;;16;ZZ10-A2;0.1;0.01;;0;04/02/2024;02/11/2024;PARA MEDICALE       ;N;3078;3162;
101879;# FARINE BIOMIL RIZ MA MIEL NLC 04 EME;FABI0010;;          ;;0;367.2;370.8;375;0;360;363.6;;04-6;Z6;0.1;0.01;;0;03/06/2024;05/06/2024;FARINE              ;N;3079;3163;
;# LINGETTE ISLAK MENDIL;LIIS0001;VERT  /BLEU / ROUGE;          ;          ;0;72.08;73.44;81.6;0;68;70.04;;40;Z1-C5;0.1;0.01;;0;23/08/2023;02/02/2025;BEBE                ;N;3080;3164;
165776;SHP VENUS HAIR EXCELL SANS SULFATE  8 EN 1;SHVE0009;;          ;          ;0;180.2;183.6;189.55;0;170;175.1;;40-12;Z3-H8;0.1;0.01;;0;29/05/2024;12/02/2025;COSMETIC            ;N;3081;3165;
1618(53/60);GEL DOUCHE VENUS FRESH HOMME  3 EN 1;GDVE0008;SPORT / FRESH;          ;          ;13;121.9;124.2;119.9;0;116.15;118.45;;12;Z4-E2;0.1;0.01;;0;25/08/2024;15/02/2025;COSMETIC            ;N;3082;3166;
167688;GEL DOUCHE VENUS MENTHE 290ML;GDVE0009;;          ;          ;7;117.6;120.96;125.44;0;113.12;114.24;;40-12;Z4-E3;0.1;0.01;;0;25/08/2024;20/01/2025;COSMETIC            ;N;3083;3167;
168166/168326;GEL DOUCHE VENUS JARDIN D'ETE;GDVE0010;TENTATION EXOTIQUE  / EVASION TROPICAL;          ;          ;15;103.88;105.84;119.9;0;98.98;100.94;;40-12;Z4-D3;0.1;0.01;;0;25/08/2024;13/02/2025;COSMETIC            ;N;3084;3168;
002208;WAZY ANTI ACIDE MENTHE;WAZY0001;;          ;002       ;15;270.55;275.66;288.42;365;255.24;262.9;;28-29-1-16;Z3-D5;0.1;0.01;;0;15/02/2025;13/02/2025;COMPLEMENT ALLIMENTA;N;3085;3169;
200373;SPARADRAP ALDISMED PERFORE 04 M * 18 CM;SPAL0011;;          ;;0;593.6;604.8;630;0;560;576.8;;28;Z3-G4;0.1;0.01;;0;23/11/2024;13/01/2025;PARA PHRMACIE       ;N;3086;3170;
428231;BIOMAX BIOSITOL BT/30;BIOM0021;;          ;90901     ;5;1988.62;2045.43;2083.31;2500;1912.86;1950.74;;16;Z3-F5;0.1;0.01;;0;06/02/2025;13/11/2024;COMPLEMENT ALLIMENTA;N;3087;3171;
229961;SAVON FEMME CARE VIT E;SAFC0001;;          ;          ;3;582.19;593.18;604.16;0;554.73;565.72;;28;Z6-C8;0.1;0.01;;0;22/08/2023;01/09/2024;DERMATOLOGIE        ;N;3088;3172;
620077;SAVON FEMME CARE BAKING SODA;SAFC0002;;          ;BA20237   ;4;562.12;572.72;583.33;700;535.6;546.21;;28;Z6-C8;0.1;0.01;;0;22/08/2023;24/08/2023;DERMATOLOGIE        ;N;3089;3173;
620091;SAVON FEMME CARE CHAMOMILLE;SAFC0003;;          ;CH20237   ;0;562.12;572.72;583.33;700;535.6;546.21;;28;Z6-C8;0.1;0.01;;0;22/08/2023;01/09/2024;DERMATOLOGIE        ;N;3090;3174;
620084;SAVON FEMME CARE VINEGAR;SAFC0004;;          ;          ;4;521.98;531.82;541.67;0;497.35;507.2;;28;Z6-C8;0.1;0.01;;0;22/08/2023;24/08/2023;DERMATOLOGIE        ;N;3091;3175;
229978;SAVON FEMME CARE VIT A;SAFC0005;;          ;SA1122    ;4;562.12;572.72;583.33;700;535.6;546.21;;28;Z6-C8;0.1;0.01;;0;22/08/2023;01/09/2024;DERMATOLOGIE        ;N;3092;3176;
120171;TETINE SILICON HIPOSOL  03 POSITION;TESI0003;;          ;          ;0;63.6;64.8;72;0;60.6;61.8;;28;ZZ10;0.1;0.01;;0;22/08/2023;29/01/2024;BEBE                ;N;3093;3177;
;MP AIGUILLE N°06 STERIFINE BT/100;INSU0008;;          ;          ;0;1385.24;1411.38;1520;0;1306.83;1346.03;;28-94-29-22;Z3-F2;0.1;0.01;;0;23/04/2024;01/07/2024;PARA PHRMACIE       ;N;3094;3178;
;VIOLET DE GENTIANE THERALAB  60ML;VIGE0001;;          ;          ;21;53;57.5;59.08;0;50;51.5;;26-14;Z7-D5;0.1;0.01;;0;08/10/2023;10/10/2024;ANTI SEPTIQUE       ;N;3095;3179;
PLASTIC PM;VASELINE ORIGINAL  PLASTIC      45 GR;VAOR0001;04 COULEURS CACTUS / CAROOT /COCONUT / ORIGINAL;          ;          ;98;49.5;51.75;54;0;45.45;48.6;;45-40-42;Z4-B3;0.1;0.01;;0;08/02/2025;19/02/2025;ANTI SEPTIQUE       ;N;3097;3181;
;TISANE VERVEINE;TIVE0002;;          ;          ;0;116.6;118.8;121;0;110;113.3;;45-;;0.1;0.01;;0;24/08/2023;;PARA PHRMACIE       ;N;3098;3182;
BLAN38;TENUE DE BLOC BLANCHE T 38;TEBL0013;;          ;          ;0;1113;1134;1155;0;1050;1081.5;;CF01;;0.1;0.01;;0;30/08/2023;03/09/2023;PARA PHRMACIE       ;N;3099;3183;
BLAN40;TENUE DE BLOC BLANCHE T 40;TEBL0014;;          ;          ;0;1113;1134;1155;0;1050;1081.5;;CF01;;0.1;0.01;;0;30/08/2023;03/09/2023;PARA PHRMACIE       ;N;3100;3184;
;CHAISE GARDE ROBE CHROME A/ROUES MP 2696;CHGA0004;;          ;          ;1;8919.9;9088.2;9424.8;0;8415;8667.45;;CF01-20;ZZ11;0.1;0.01;;0;06/10/2024;04/03/2024;PARA MEDICALE       ;N;3101;3185;
011708;SEMELLE PIED PLAT ENFANT;SEPP0001;REF 130-246;          ;          ;1;2204.8;2246.4;2329.6;0;2080;2142.4;;CF01;Z7-C2;0.1;0.01;;0;30/08/2023;13/09/2023;PARA MEDICALE       ;N;3102;3186;
BDSI333;BAD SIMPLE   MEDIUM  BT/12;BDSI0003;;          ;          ;0;67.5;75;80;0;63.12;65.62;;43-100;Z3-I1;0.1;0.01;;0;21/04/2024;05/08/2024;COSMETIC            ;N;3103;3187;
300015;CRM LUNATAL 50ML;CRLU0001;;          ;          ;0;174.9;178.2;184.8;0;165;169.95;;43;Z6-A8;0.1;0.01;;0;12/12/2024;19/12/2024;DERMATOLOGIE        ;N;3104;3188;
989766;ALOCLAIR PLUS GEL APHTES;ALAP0001;;          ;132341    ;4;709.24;722.62;736;920;669.09;689.16;;28;Z6-B1;0.1;0.01;;0;31/08/2023;22/12/2024;DERMATOLOGIE        ;N;3105;3189;
800310;SIROP ADVITAM    80 % UG;ADVI0001;11 VITAMINE;          ;AA157     ;50;477.82;486.83;495.85;595;450.77;464.29;;28-16;Z3-B7;0.1;0.01;;0;04/02/2025;03/02/2025;COMPLEMENT ALLIMENTA;N;3106;3190;
700012;LACT EASY   LACTOSE 20 ML;LACT0002;3000 UI / ML;          ;004       ;3;1606.06;1636.36;1666.66;2000;1515.15;1560.6;;28-28-1-16;Z3-C4;0.1;0.01;;0;07/11/2024;30/01/2025;COMPLEMENT ALLIMENTA;N;3107;3191;
000016;ENZYME LACTASE  LACTOSE  30 CP;LACT0003;4500 UI / CP;          ;001       ;5;1429.4;1456.37;1483.34;1780;1348.49;1388.94;;28;Z3-D5;0.1;0.01;;0;02/09/2023;;COMPLEMENT ALLIMENTA;N;3108;3192;
000429;TETINE DENIZ SILICONE COL STANDARD BT / 60 SP 713;TEDE0003;;          ;          ;12;2851.4;2905.2;3228;0;2690;2770.7;;28-16;Z1-A6;0.1;0.01;;0;05/02/2025;19/02/2025;BEBE                ;N;3109;3193;
800165;COLICALM  ENZYMZ LACTASE  15 ML 300 GOUTTES;COLI0001;LACTOSE;          ;002       ;5;1838.93;1873.63;1908.32;2290;1734.85;1786.89;;28-29-1;Z3-C6;0.1;0.01;;0;04/02/2025;03/02/2025;COMPLEMENT ALLIMENTA;N;3110;3194;
000611/000628;DENT ENFANT GENCYL XP  03 - 07 + 07-13 ANS 50GR;DEEN0011;COLA - FRAISE;          ;;0;95.34;97.14;103.43;0;89.94;92.64;;28;Z3-G5;0.1;0.01;;0;02/09/2023;21/01/2024;COSMETIC            ;N;3111;3195;
003578;BB HIGEEN   110ML;BBHI0001;;          ;          ;0;254.41;259.21;276.01;0;240.01;247.21;;28;Z1-D6;0.1;0.01;;0;02/09/2023;07/03/2024;PARA PHRMACIE       ;N;3112;3196;
000659;BB GARGAROL 180 ML 50 % UG;BBGA0001;;          ;54129     ;0;481.01;490.08;499.16;599;453.78;467.39;;28;Z3-C8;0.1;0.01;;0;02/09/2023;20/11/2023;PARA PHRMACIE       ;N;3114;3198;
004468;BB PROSUITEX BLANCHEUR 390 ML;BBPR0001;;          ;12001     ;3;477;486;495;0;450;463.5;;28-JANV;Z5-A5;0.1;0.01;;0;09/01/2025;10/02/2025;PARA PHRMACIE       ;N;3115;3199;
004475;BB PROSUITEX GENSIVE  390 ML;BBPR0002;;          ;;0;477;486;495;0;450;463.5;;1;Z3-F6;0.1;0.01;;0;09/01/2025;28/01/2025;PARA PHRMACIE       ;N;3116;3200;
68008-2;BROSSE + PEIGNE ROMP BABY;BRRO0001;BABY SYM;          ;          ;0;366.58;373.5;397.7;0;345.83;356.2;;28;Z6-G2;0.1;0.01;;0;02/09/2023;27/11/2023;BEBE                ;N;3117;3201;
;STEIRA STEIODINE IODE 4 % 125 ML;BETA0006;;          ;;0;90.1;91.8;112;140;85;87.55;;28;Z1-B7;0.1;0.01;;0;14/11/2023;25/08/2024;PARA PHRMACIE       ;N;3118;3202;
;SPARADRA ALBUPLAST NON PERFORE 4M *18 CM;ALBU0002;;          ;          ;0;757.32;771.61;785.89;0;714.45;735.88;;16;Z9;0.1;0.01;;0;31/01/2024;23/12/2024;PARA PHRMACIE       ;N;3119;3203;
798109;MAGNESIUM PHARMABIO 120MG  BT/10 AMPOULES;MAGN0014;MAGN + VIT B6;          ;          ;0;524.7;534.6;544.5;650;495;509.85;;29;Z3-D5;0.1;0.01;;0;07/09/2023;09/10/2023;COMPLEMENT ALLIMENTA;N;3120;3204;
300028;LEVURE DE BIERE SANTEDIET BT/ 150 CP;LEBI0012;;          ;;0;296.8;302.4;319.2;0;280;288.4;;28;Z3-M7;0.1;0.01;;0;12/09/2023;02/11/2024;COMPLEMENT ALLIMENTA;N;3121;3205;
;## POMMADE VEGA;POVE0001;;          ;          ;0;550;575;625;0;500;515;;45;EP;0.1;0.01;;0;01/09/2024;02/12/2024;COSMETIC            ;N;3123;3207;
;SAVON NILA ZERKAA;SANI0002;;          ;          ;0;148.4;151.2;154;0;140;144.2;;45;Z5-A2;0.1;0.01;;0;21/10/2024;21/11/2024;COSMETIC            ;N;3124;3208;
;SERUM REHYDRATATION;SERE0009;;          ;          ;0;0;0;0;0;0;0;;-;;0.1;0.01;;0;;;PARA PHRMACIE       ;N;3125;3209;
020050;SIMULCIUM DERMAGOR;SIMU0002;;          ;23E002    ;11;1255.09;1278.77;1302.45;0;1184.05;1219.57;;28-29-1-16;Z6-A7;0.1;0.01;;0;11/02/2025;10/02/2025;DERMATOLOGIE        ;N;3127;3211;
402981;# LAIT MODILAC GOLD 01 ERE AGE;LAMO0002;;          ;          ;0;793.68;797.53;797.53;0;778.27;785.97;;29;Z-6;0.1;0.01;;0;21/09/2023;02/10/2023;LAIT                ;N;3128;3212;
402998;# LAIT MODILAC GOLD 02 EME AGE;LAMO0003;;          ;          ;0;793.68;797.53;797.53;0;778.27;785.97;;29;Z-7;0.1;0.01;;0;21/09/2023;02/10/2023;LAIT                ;N;3129;3213;
100219;BIOMAX CURCUMA           BT/30 CAP;BIOM0022;;          ;85369     ;10;1312.5;1350;1375;1650;1262.5;1287.5;;29/01/2028;Z4-A2;0.1;0.01;;0;02/02/2025;27/01/2025;COMPLEMENT ALLIMENTA;N;3130;3214;
;# COTON SOCOTYDE 50G;COSO0001;;          ;          ;120;48.94;51.27;55;0;46.61;48.01;;28;Z9;0.1;0.01;;0;15/01/2025;17/02/2025;PARA PHRMACIE       ;N;3131;3215;
007193;SERUM VISAGE FIGUE BARBARIE +VIT E;SERU0005;;          ;          ;0;486;495;500;0;454.5;472.5;;28;Z6-C3;0.1;0.01;;0;23/09/2023;18/02/2024;COSMETIC            ;N;3132;3216;
;TAMBOUR 100*80;TAMB0001;;          ;          ;1;2067;2106;2145;0;1950;2008.5;;CF01;SR;0.1;0.01;;0;23/09/2023;25/09/2023;PARA MEDICALE       ;N;3133;3217;
;MASQUE A OXYGENE ADULTE;MAOX0001;;          ;          ;0;127.2;129.6;140;0;120;123.6;;CF01;;0.1;0.01;;0;23/09/2023;25/09/2023;PARA MEDICALE       ;N;3134;3218;
;MASQUE A OXYGENE ENFANT;MAOX0002;;          ;          ;0;127.2;129.6;140;0;120;123.6;;CF01;;0.1;0.01;;0;23/09/2023;25/09/2023;PARA MEDICALE       ;N;3135;3219;
;HUILE  AMANDE DOUCE CROWN;HUAM0003;;          ;          ;0;102.6;104.5;110;0;95.95;99.75;;45;Z5-B2;0.1;0.01;;0;25/09/2023;07/01/2024;COSMETIC            ;N;3136;3220;
200090;MYRALE  LEVURE DE BIERE  PM 180 CP;LEBI0013;;          ;01-23     ;5;236.88;241.35;245.82;295;223.48;230.16;;JANV-95;Z3-D6;0.1;0.01;;0;12/06/2024;10/12/2024;COMPLEMENT ALLIMENTA;N;3137;3221;
000190;ALCOOL CAMPHRE 60 ML THERALAB;ALCA0001;;          ;          ;25;63.6;64.8;67.2;0;60;61.8;;14;Z7-D5;0.1;0.01;;0;14/01/2024;16/01/2025;ANTI SEPTIQUE       ;N;3138;3222;
GS_6.5;GANT STERIL T  6.5       BT / 50;GAST0001;;          ;          ;132;82.68;85.8;90;0;78;80.34;;67-22-104;Z6-H2;0.1;0.01;;0;21/04/2024;03/02/2025;PARA MEDICALE       ;N;3139;3223;
000243;SCI FERTISITOL SACHET BT/30;FERT0007;;          ;005       ;0;1806.76;1840.84;1875.08;2250;1704.53;1755.64;;28-95-1;Z3-C5;0.1;0.01;;0;23/10/2024;12/12/2024;COMPLEMENT ALLIMENTA;N;3140;3224;
000058;# COTON SOCOTHYD 500G;COSO0003;;          ;CH 20J7   ;0;451.81;460.57;454.13;0;438.65;447.42;;28;ZZ10;0.1;0.01;;0;31/03/2024;17/08/2024;PARA PHRMACIE       ;N;3141;3225;
000491;MOBEN PREGNAZIME  BT/30 GELULES;PREG0002;GROSSESSE ET ALLAITEMENT  MOBEN;          ;00123     ;0;618.84;630.52;653.99;850;589.76;601.32;;28-16;Z3-B4;0.1;0.01;;0;22/10/2023;29/01/2024;COMPLEMENT ALLIMENTA;N;3142;3226;
200153;PROSITOL BT/30 SACHET;PROS0001;;          ;102022    ;3;4774.02;4864.09;4954.17;5945;4503.79;4638.9;;28-1;Z3-G7;0.1;0.01;;0;23/01/2025;01/12/2024;COMPLEMENT ALLIMENTA;N;3143;3227;
;# COUSCOUSE S/GLUTEN;COHI0001;;          ;          ;0;127.2;129.6;132;0;120;123.6;;70-;Z8;0.1;0.01;;0;25/09/2023;29/02/2024;FARINE              ;N;3144;3228;
;# PLOMP S/GLUTEN - AICHE;PAHI0001;;          ;          ;0;121.9;124.2;126.5;0;115;118.45;;70;Z3-C7;0.1;0.01;;0;25/09/2023;01/07/2024;FARINE              ;N;3145;3229;
;# TLITLI  S/GLUTEN;PAHI0002;;          ;;0;121.9;124.2;126.5;0;115;118.45;;70;Z3-C5;0.1;0.01;;0;25/09/2023;23/09/2024;FARINE              ;N;3146;3230;
;# RECHTA  S/GLUTEN;PAHI0005;;          ;;2;121.9;124.2;126.5;0;115;118.45;;70;Z3-C5;0.1;0.01;;0;25/09/2023;23/09/2024;FARINE              ;N;3147;3231;
;# COUDES  S/GLUTEN;PAHI0006;;          ;          ;0;121.9;124.2;126.5;0;115;118.45;;70;Z3-G6;0.1;0.01;;0;25/09/2023;01/07/2024;FARINE              ;N;3148;3232;
;# VERMICELLE S/GLUTEN;PAHI0007;;          ;;8;121.9;124.2;126.5;0;115;118.45;;70;Z3-K2;0.1;0.01;;0;25/09/2023;23/09/2024;FARINE              ;N;3149;3233;
;# CHAKHCHOUKHA  S/GLUTEN;PAHI0004;;          ;;2;121.9;124.2;126.5;0;115;118.45;;70;Z3-C5;0.1;0.01;;0;25/09/2023;23/09/2024;FARINE              ;N;3150;3234;
;# PATES SPIRALLES  S/GLUTEN;PAHI0008;;          ;          ;0;121.9;124.2;126.5;0;115;118.45;;70;Z3-G6;0.1;0.01;;0;25/09/2023;19/08/2024;FARINE              ;N;3151;3235;
;# SEMOULES DE MAIS  S/GLUTEN;SEHI0001;;          ;;0;148.4;151.2;154;0;140;144.2;;70;Z4;0.1;0.01;;0;25/09/2023;06/07/2024;FARINE              ;N;3152;3236;
;# BISCUIT VANILLE  S/GLUTEN;BIHI0001;;          ;          ;0;143.1;145.8;148.5;0;135;139.05;;70;Z8;0.1;0.01;;0;25/09/2023;25/04/2024;FARINE              ;N;3153;3237;
;# BISCUIT CHOCOLAT  S/GLUTEN;BIHI0002;;          ;;0;143.1;145.8;148.5;0;135;139.05;;70;Z3-J8;0.1;0.01;;0;25/09/2023;25/04/2024;FARINE              ;N;3154;3238;
;# GRIBIA VANILLE  S/GLUTEN;GAHI0002;;          ;          ;0;148.4;151.2;154;0;140;144.2;;70;Z8;0.1;0.01;;0;25/09/2023;25/04/2024;FARINE              ;N;3155;3239;
;# GRIBIA CACAO  S/GLUTEN;GAHI0004;;          ;          ;0;148.4;151.2;154;0;140;144.2;;70;Z8;0.1;0.01;;0;25/09/2023;25/04/2024;FARINE              ;N;3156;3240;
009000;BOITE PHARMACIE MEDICINA;BPME0001;;          ;          ;12;211.86;219.88;239.85;0;201.88;205.89;;20;Z8;0.1;0.01;;0;06/10/2024;13/02/2025;PARA PHRMACIE       ;N;3157;3241;
;DEAMBULATEUR ENFANT MP 4966 LS;DEAM0003;;          ;          ;2;5054.4;5148;5241.6;0;4726.8;4914;;20-;ZZ11;0.1;0.01;;0;01/10/2023;;PARA MEDICALE       ;N;3158;3242;
;DEAMBULATEUR ENFANT A/ROUES MP 4966 LS 2.5;DEAM0004;;          ;          ;1;5248.8;5346;5443.2;0;4908.6;5103;;20;ZZ11;0.1;0.01;;0;01/10/2023;07/02/2024;PARA MEDICALE       ;N;3159;3243;
;FAUTEUIL ROULANT ENFANT 1802-35;FARO0003;;          ;          ;1;12614;12852;13100;0;11900;12257;;20;ZZ11;0.1;0.01;;0;06/10/2024;30/01/2024;PARA MEDICALE       ;N;3160;3244;
;POIGNET DE BEQUILLE;POBE0002;MP-H5;          ;          ;4;131.76;134.2;140.3;0;123.22;128.1;;20;Z3-I3;0.1;0.01;;0;06/10/2024;20/11/2024;PARA MEDICALE       ;N;3161;3245;
005557;DENT EXTRA  DETOX CHARBON ACTIF;DEEX0009;;          ;          ;0;169.6;172.8;176;0;160;164.8;;43;Z3-H6;0.1;0.01;;0;02/10/2023;13/01/2024;HYGIENNE            ;O;3162;3246;
000168;DAHNE BOUFASSE;BOUF0001;;          ;A27821    ;0;205.2;209;228;0;195.7;199.5;;71;Z3-J4;0.1;0.01;;0;02/10/2023;06/05/2024;COSMETIC            ;N;3163;3247;
577065;HUILE COCO NUT ONE STEP 400 GR;HUNO0002;;          ;034N      ;0;551.2;561.6;572;0;525.2;535.6;;71;Z5-B2;0.1;0.01;;0;02/10/2023;22/12/2024;COSMETIC            ;N;3164;3248;
;PAPIER ECG A12  6 PISTES  21*28;PAEC0002;;          ;          ;0;1325;1350;1400;0;1262.5;1287.5;;CF01;;0.1;0.01;;0;01/10/2023;07/10/2023;PARA MEDICALE       ;N;3166;3250;
039007;BROSSE + PEIGNE BEBE SMART BS039;BRBS0001;;          ;          ;0;423.89;431.89;439.89;0;399.9;411.9;;28;Z6-G2;0.1;0.01;;0;07/10/2023;31/12/2023;BEBE                ;N;3167;3251;
BDLU999;BAD LUX  SOUPLE BT / 12;BDLU0001;COLGATE   ZIGZAG   AQUAFRECHE  AQUAFRECHE A/B     SIGNAL A/B    ORAL B;          ;          ;58;137.8;140.4;145;0;130;133.9;;88-100;Z3-G1/G2;0.1;0.01;;0;21/04/2024;10/02/2025;COSMETIC            ;N;3168;3252;
BDLU222;BAD LUX EXTRA SOUPLE B/12;BDLU0002;SENSODYNE;          ;          ;0;101.2;140;145;0;92;94.76;;100;Z3-I1;0.1;0.01;;0;21/04/2024;13/08/2024;COSMETIC            ;N;3169;3253;
BDSI555;BAD SILICON SOUPLE S/BOITE  BT/20;BDSI0005;;          ;          ;0;90.1;110;115;0;85;87.55;;100;Z3-H2;0.1;0.01;;0;21/04/2024;16/07/2024;COSMETIC            ;N;3170;3254;
135153;BAD MADJOUR STAR  MEDIUM B/12;BDMA0001;;          ;          ;0;103.5;105.41;110.2;0;95.83;100.62;;89;Z3-H1;0.1;0.01;;0;02/10/2023;12/02/2024;COSMETIC            ;O;3171;3255;
086885;BAD CANDERE SOUPLE B/12;BDCA0002;;          ;          ;0;57.6;58.66;64;0;53.33;56;;89;Z3-I1;0.1;0.01;;0;02/10/2023;08/01/2024;COSMETIC            ;O;3172;3256;
906778;BAD SOFT SILK SOUPLE  B/12;BDSS0001;;          ;          ;0;90;91.66;95.83;0;83.33;87.5;;89;Z3-J1;0.1;0.01;;0;02/10/2023;21/01/2024;COSMETIC            ;O;3173;3257;
223426;BAD KIDS CIRCULAIRE  + 06 ANS DL-6342;BDEN0015;;          ;          ;0;54;55;60;0;50;52.5;;89;Z6-G2;0.1;0.01;;0;02/10/2023;10/03/2024;COSMETIC            ;N;3174;3258;
BDMO1111;BAD MOYENNE SOUPLE S/ BOITE   B/12;BDMO0001;;          ;          ;0;85.5;105;115;0;79.17;83.13;;89-100;Z3-H1;0.1;0.01;;0;21/04/2024;06/01/2025;COSMETIC            ;N;3175;3259;
480010;BAD       CUR DENT GUITAR      JIE SIO  B/12;BDSU0001;MEDIUM;          ;          ;48;136.11;138.59;150;0;123.74;129.93;;89-1-;Z3-H4;0.1;0.01;;0;16/01/2025;21/03/2024;COSMETIC            ;N;3176;3260;
N° 725;BAD NANO EXTRA SOUPLE SILICON B/12;BDNA0003;;          ;          ;0;112.5;114.59;119.8;0;104.17;109.38;;89;Z3-J2;0.1;0.01;;0;02/10/2023;08/01/2024;COSMETIC            ;O;3177;3261;
N° 811;BAD DYCROL SOUPLE B/12;BDDY0001;;          ;          ;0;103.5;105.41;110.2;0;95.83;100.62;;89;Z3-J1;0.1;0.01;;0;02/10/2023;11/03/2024;COSMETIC            ;N;3178;3262;
;# LINGETTE VENUS CL/15;LIVE0001;06 COULEUR;          ;;532;97.52;99.36;105.6;0;92;94.76;;11-77-12-86;Z1;0.1;0.01;;0;28/12/2024;19/02/2025;BEBE                ;N;3179;3263;
168500;SAVON LIQUIDE VENUS;SALI0002;;          ;;67;102.29;104.22;110;0;96.5;99.4;;11-D C;Z4;0.1;0.01;;0;29/05/2024;16/11/2024;COSMETIC            ;N;3180;3264;
